 C, Si, Mn, P, S, Ni, Cr, Mo, Cu,V, Al, N, Temperature (°C), C^2, C  Si, C  Mn, C  P, C  S, C  Ni, C  Cr, C  Mo, C  Cu, C V, C  Al, C  N, C  Temperature (°C), Si^2, Si  Mn, Si  P, Si  S, Si  Ni, Si  Cr, Si  Mo, Si  Cu, Si V, Si  Al, Si  N, Si  Temperature (°C), Mn^2, Mn  P, Mn  S, Mn  Ni, Mn  Cr, Mn  Mo, Mn  Cu, Mn V, Mn  Al, Mn  N, Mn  Temperature (°C), P^2, P  S, P  Ni, P  Cr, P  Mo, P  Cu, P V, P  Al, P  N, P  Temperature (°C), S^2, S  Ni, S  Cr, S  Mo, S  Cu, S V, S  Al, S  N, S  Temperature (°C), Ni^2, Ni  Cr, Ni  Mo, Ni  Cu, Ni V, Ni  Al, Ni  N, Ni  Temperature (°C), Cr^2, Cr  Mo, Cr  Cu, Cr V, Cr  Al, Cr  N, Cr  Temperature (°C), Mo^2, Mo  Cu, Mo V, Mo  Al, Mo  N, Mo  Temperature (°C), Cu^2, Cu V, Cu  Al, Cu  N, Cu  Temperature (°C),V^2,V  Al,V  N,V  Temperature (°C), Al^2, Al  N, Al  Temperature (°C), N^2, N  Temperature (°C), Temperature (°C)^2
-0.7535739220016561,0.312018227054993,1.1875226698436656,-0.47648262748098935,1.295368367334028,1.815856883281081,-0.8586209931269614,-0.915199717182101,-1.0234407443236897,-0.2002438468634066,1.6541517588438734,-0.47105921040284104,1.297953757781861,-0.7044488997818992,-0.5073836215011291,0.2424470602053191,-0.7888630324731304,0.23718889023707376,0.8178765609224743,-0.7423510088433809,-0.7131322071821803,-0.875081037950166,-0.32468577556566863,1.2631283207870825,-0.7353598107070638,0.4127941554824974,0.16774265454253173,1.0223555570776954,-0.21799008474995618,1.3756701224020949,2.17331527819614,-0.7694036993825238,-0.8337271683531967,-0.9203776648652772,-0.19254604422837043,1.309890634836798,-0.147768952501455,1.312548442527817,1.1288848985094309,0.31162855853546095,2.2478537889371606,2.0095316399406706,-0.8265361816345861,-0.7327075811010992,-0.6335922732166062,0.01934474188785387,1.5809221831662124,0.733039961586567,2.2347922821481627,-0.5354620217158782,0.36586470720309794,1.521226174381789,-0.7882672553717044,-0.8590431362658256,-0.9178926206391911,-0.2534425353087368,0.8464777229132623,-0.6299238730196883,0.6292165773936378,1.2505127279559882,2.811715247282893,-0.7038658696910564,-0.7097099396750867,-0.7247326253821852,0.00623274437770328,2.417423854810489,0.685809078413242,2.2284709056729177,1.7470674758175886,-0.4569779211701119,-0.3485233501681092,-0.2725551312113804,0.16445948569603028,3.239128675218367,1.300160194298961,2.948433079587199,-0.7541084447690071,-0.70481461401718,-0.7290376352390348,-0.4892004996109645,-0.5209506948116259,-0.827221293263753,-0.6514095963632051,-0.7247916686996869,-0.7262372392286923,-0.4659555743687922,-0.13349088117711858,-0.8602108431477228,-0.6117939089330374,-0.666940265552258,-0.44397417782336257,-0.11226815732314276,-0.9510031012844653,-0.579901735497938,-0.4516731301960401,0.7794649832423552,-0.28071853248822365,0.0565181373602484,1.4596347984737048,1.7605496410305737,2.861777248954042,-0.554523575219337,0.6888942855420426,1.5741967453545769
-1.261273978057987,-0.37939653239281307,-0.9595310010539301,-1.2396889367065718,-0.40349713412988397,-0.6748499972218853,1.0471513241146875,0.3065851843719137,0.012501119946799819,-0.636118728481119,-0.5124635022616799,0.6066234437254221,0.5071070456610196,-0.9895021587802404,-1.4885036691826679,-1.3660506102729542,-1.3955289188749964,-1.0354011826319147,-0.6593504591261811,0.16150042108445853,-0.26047902113474375,-0.49673632442954424,-0.5626643508828965,-0.7144809378813894,-0.6516883143012456,-0.4087035350071345,-0.44713761633692056,-0.8395124633323011,-0.9816556122241934,-0.5113385196730184,-0.6973342541221655,0.7078699922939516,0.16008641282809413,-0.09736967512121852,-0.6133482893861477,-0.49418542031261536,0.17954871082319318,0.207337730828263,-0.8652230827704717,-1.0770024385734538,-0.8723705909006687,-0.6315226506654648,0.5951685632366012,-0.0982489861772465,-0.4159801593117485,-0.7247164246261575,-0.5900392758917543,-0.6009439278996546,-0.33315598624663256,-0.992929575282659,-0.9487160544740091,-0.7429643981541114,0.21543130940080082,-0.1946329672305339,-0.5083988381502303,-0.6225213098613377,-0.6170933374023989,-0.7628395079880262,-0.44226098302491734,-0.4955679588665721,-0.6517084026687601,0.6350478586669993,0.10161812645493792,-0.19120054906935094,-0.5483822864417311,-0.5318332480583073,0.04762852602051512,0.10726137776735263,-0.5480169645560146,-0.3670964998164016,-0.4617270911423734,-0.5069055885881196,-0.49115546778446717,-0.47966329177547545,-0.6495375675809116,-0.5169945089404867,0.8284102090018683,0.3717572079594904,0.6424877909888398,-0.5008932899233812,0.6693584135024575,1.0372026677560142,1.1600987228674613,-0.0783461270502057,0.061014951776848264,-0.49325950772452914,0.09910202327941273,0.37113710808489175,0.47592299364321905,-0.23382503048172568,-0.5108502599930691,-0.3415891118553448,0.16599536589313044,0.28499719457366146,-0.522320039331142,-0.5782196862184037,-0.5915173777661107,-0.5297221081006865,-0.5114506995410638,-0.3894874810084961,-0.307734836385805,0.4794660955142716,0.7748158387249731,0.3272772825658747
-1.430507330076764,0.08154664057239075,-0.9885452398498435,1.0499299909701754,1.5380634389717298,-0.7036776231536327,1.3757327581218683,0.20643888096584684,-0.6781267895668599,-0.636118728481119,-0.28833088904386417,0.5635161375602918,0.2434914749540725,-1.067995085171088,-1.440053296457654,-1.4501740231563987,-0.5972843315041202,-0.35596749965948865,-0.6782693314882078,0.20874004285769046,-0.3497673854494182,-0.8050172021130139,-0.5626643508828965,-0.6093422178002809,-0.8022970078317182,-0.6327483596861251,-0.050440667382435425,-0.7308482799347072,0.7448925368479951,1.3756701224020949,-0.7066093737742442,1.221066808260965,0.23218897010847797,-0.6038361303483316,-0.6133482893861477,-0.2823565292970288,0.5258719158892723,0.2356764670256873,-0.8804201659087612,-0.34938029248686386,-0.10610723632359853,-0.6443433025616111,0.8168151827042694,-0.18291629759627132,-0.7140789454827864,-0.7247164246261575,-0.5153465106586456,-0.652293935361049,-0.47457922421620097,0.9284341496978209,1.9871809799381968,-0.6420676883507745,2.240437185696206,0.8931181944644129,-0.344601325154646,-0.6225213098613377,-0.09776167083877733,1.585336709785944,0.8673227019310945,1.5797736574711,-0.5839796621871507,2.34822487329837,0.8945828001416904,-0.24455375670063423,-0.5483822864417311,0.04519531554645706,1.9982412578991549,1.1583111438466873,-0.5507930656692852,-0.37537505178319064,-0.4858737606621133,-0.5513513649871564,-0.49115546778446717,-0.47056004756804637,-0.6832193441101002,-0.5617266797870856,1.4005109459045764,0.46185767130043587,0.06621660349813616,-0.5008932899233812,1.7775772384845352,1.3308405971006838,1.230312223612836,-0.1688941122366344,-0.37473349342917045,-0.49325950772452914,0.4646051588539616,0.2601757441505441,0.2467106195371113,-0.5803172185381514,-0.5108502599930691,-0.46667326887290955,-0.5231358918232168,-0.43575191381933814,-0.522320039331142,-0.5782196862184037,-0.5915173777661107,-0.5297221081006865,-0.43685116429239734,-0.06605250184296461,-0.15185719284450117,0.4317024436274805,0.49413876499406667,-0.009193048662822735
-1.430507330076764,0.6577256067788957,-0.9595310010539301,-1.621292091319363,-1.3742774206806905,-0.51918081719045,1.2223947555851837,0.33162176022343015,-0.160155857431615,-0.636118728481119,-0.5871743733342853,0.17555038207411716,-1.723080682519753,-1.067995085171088,-1.1675199498794488,-1.4371203901227607,-1.6030725115914242,-1.5207109561836476,-0.6036304925804863,0.14260457237516563,-0.30609372899115367,-0.6158448453527029,-0.5626643508828965,-0.78958002365361,-0.9255223025384686,-1.4684355557387598,0.5198111967396369,-0.5473118238302342,-0.9899563244793482,-0.9443165300121711,-0.45560144818986886,1.3835791333171856,0.566414365835257,0.08727955334699972,-0.6133482893861477,-0.4641763274187406,0.6441286200581776,-1.436450662303343,-0.8652230827704717,-1.202542879271492,-1.272870904226284,-0.5682326414915785,0.7330820153498169,-0.08152036416300387,-0.48901436192365266,-0.7247164246261575,-0.6165606200687278,-0.7832736645379387,-1.3616750927011043,-1.1530432190310325,-1.4088193210609967,-0.6976463844288838,0.021735095146457595,-0.38939922253402104,-0.7336204185191587,-0.6225213098613377,-0.6879112919338018,-1.294502047861378,-1.4655220532246376,-1.0543137786497914,-0.6405014887761197,0.07277437694183157,-0.35537993548558533,-0.6847177196587226,-0.5483822864417311,-0.7008618171950566,-1.0899976760708672,-1.3890512892146814,-0.52361993477233,-0.1408160793908327,-0.36001249131056606,-0.4526952097983854,-0.49115546778446717,-0.4546877243345803,-0.515664967422615,-0.6632292380463533,1.1225775622673975,0.48888781030271944,0.57717705640656,-0.5008932899233812,0.5325412746157812,0.9758806905434729,-0.6118091819428136,-0.05466112166579281,-0.02795035578604737,-0.49325950772452914,-0.042115097283481444,0.2418617326273993,-0.756666548112375,-0.3421038392493587,-0.5108502599930691,-0.47709694862437324,-0.13691947266350551,-0.9442404097905993,-0.522320039331142,-0.5782196862184037,-0.5915173777661107,-0.5297221081006865,-0.5296861414907379,-0.5629775081470954,-0.7519861204785212,0.025844820611785356,-1.4213390606307323,-1.270133428077549
-0.9228072740204332,0.6577256067788957,1.448650819006887,-0.47648262748098935,0.32458808078322127,0.43213083855721074,-0.8586209931269614,-0.9202070323524043,-0.160155857431615,-0.2209997936071072,1.2805974034808467,-0.5141665165679713,-0.28373966645982174,-0.8077290660856461,-0.49527102831987607,0.22069100514925588,-0.8846523829576357,-0.4530294543698355,-0.047726640299018644,-0.7455003169615964,-0.7224492538932766,-0.4687107900946833,-0.3534524165380808,0.7875007775630194,-0.8524999056752091,-0.6327483596861251,0.5198111967396369,1.4874912689381288,-0.0685772641571706,0.7294342860750014,0.7240778325588694,-0.7639051620685915,-0.8230619984221399,0.08727955334699972,-0.17722271317220495,1.1686713741597394,0.019057469451107357,-0.005202790652420636,1.4884447521421602,0.4499792482843195,1.4632001138502408,0.6920661428516078,-0.8170370408002575,-0.7195978038491211,0.3769626119032124,0.035764210138453455,1.3941902700834403,0.9016019426011441,0.5377134265133414,-0.5354620217158782,-0.15996759746774486,0.289944292035982,-0.7882672553717044,-0.863452938272697,-0.3036519469057498,-0.27101771504933686,0.6104178744752521,-0.6565070000133557,-0.44226098302491734,0.13302108838954976,0.5118616136627744,-0.7249511252557502,-0.7748165128830516,-0.031140926175500325,-0.15222869299927802,1.2517095849018733,-0.068908792242504,-0.06472858395472014,-0.029637236675637963,-0.5137451346566657,-0.4635445823965474,-0.06379466630681377,-0.192531679449665,1.021671752895902,0.1736365057328696,0.18556370376785963,-0.7541084447690071,-0.7049433289648099,-0.7002240758644996,-0.489757299149651,-0.561995836477629,-0.8279288545392823,-0.6935376968104298,-0.7253869378615606,-0.6634168383781579,-0.4679780879506987,-0.2497873334053841,-0.8655973171251183,-0.7274419704138462,-0.3421038392493587,-0.2879299860940472,1.3470470078817791,-0.34895985965315085,-0.2555646367210881,-0.45824121018365727,0.5300943296679299,-0.3000723067362972,-0.25056008645262234,0.9208603772333346,1.3206285007862684,0.7834086684033224,-0.5889454249031139,-0.4452702164726409,-0.5633794765689126
2.123393062317551,-0.4946323256341142,-0.3502319863397476,-0.47648262748098935,0.32458808078322127,1.7005463795540918,1.4852599027909286,2.2844746766417323,0.5304720520820445,2.1659340819184605,-0.7365961154794958,0.26176499440437845,-1.723080682519753,2.315463162939657,1.7213335238495269,0.9690992990778299,0.839555925763457,1.876457458678482,2.6890307863174376,2.680946915656833,3.1266556686284495,1.25485957149926,2.967787041185868,-0.5642827663369486,1.7215395837546863,-1.3272873161909957,-0.5380473338056568,-0.4962926645520954,-0.5666199994664558,-0.04604871751751096,1.4467642387833215,0.9827968579905659,1.720055282321399,0.28775585854106517,1.5348648529109081,-0.6477613662989157,-0.14354549878113687,-1.474707956169866,-0.4737023532592778,-0.5031032810967068,-0.05706638163066627,0.7762614687367477,1.7526564649010916,2.1911824266291218,0.14742654655151308,1.997458574815347,-0.6355044373379946,-0.10604892845288329,-1.3335393116734746,-0.5354620217158782,-0.15996759746774486,1.4186193508529716,1.0958686469205423,1.9588203461250029,0.18774059208100294,1.7501279551196685,-0.6643053070900008,-0.1780107141273391,-1.4173055630058027,0.13302108838954976,1.7982204256875864,1.531171220166486,2.4304301681244533,0.6090975653999008,2.125654469294828,-0.6367475323500826,0.5304259873958829,-1.3168155052914108,1.5511073972337766,3.2502364929101146,3.2921712735500877,1.047349743669105,3.540265674735362,-0.2107674628791093,1.7402307629044254,-0.5264672039432959,1.6107701910910421,2.476246601708721,1.5837307305569892,2.2552644265748514,0.09472643017841727,1.2541881255850074,-0.5966430657818128,3.0843356981304018,1.9438113587711874,2.797839602118766,0.29016048051156335,1.9951590122696397,-0.6469571708697698,0.17763444283527996,1.8536969310072702,-0.4979443081273007,0.5105609947513045,-0.9053199579373774,2.39727161370113,0.16989227450487163,1.9290271037182918,-0.3601311799494875,-0.5562104206902638,-0.7538165379995545,-0.7613387790909993,0.1122996988873185,-1.4182458847161468,-1.270133428077549
-0.5335705643772464,2.155790918915809,1.1004799534559253,2.9579457640341307,-0.8888872774052871,-0.4903531912587027,-0.5519449880535926,-1.0453899116099878,-1.0234407443236897,0.09033940754840164,1.2058865324082417,-0.34173729190744945,-1.723080682519753,-0.5578323756971005,1.145985347739982,0.4121442896426115,1.3903446910493613,-0.9264761001236369,-0.5095544560405455,-0.5280930798674552,-0.7762163776218959,-0.8568644406325064,-0.12637029613464548,1.0613621103457165,-0.5415461990324961,-1.4328124286148003,2.389245568687649,2.2269377852290737,4.314198806564538,0.12197259992753323,-0.2691328968512067,-0.3124141537357068,-0.9424818589177756,-0.7515555131229062,0.4180297624711494,1.7688532320372352,1.108708529293162,-1.386716180276863,1.0146717685319757,3.032525456929681,-0.05706638163066627,-0.35272131017762687,-0.23864490999891325,-0.9531157111499794,-0.6425352368017372,0.485139130681178,1.1343893475334963,0.7944367096382337,-1.2665493568457842,3.7876063594902014,0.563051821454664,-0.0691795903148783,-0.0927217587311087,-0.9075509583414112,-0.5493482163991265,0.9153069174411663,2.6169265861983355,2.1613044613154084,-1.2726560923492978,-0.8148512844569831,-0.5698492055399085,-0.5791114409332848,-0.9208889527727165,-0.9648220597229608,-0.1439754931358935,0.3366238830236108,-0.8791206239758792,-1.3684124938080326,-0.5173600989286805,-0.48536152791338877,-0.5557173531439414,-0.5419234730237243,-0.3486304778974025,-0.11273252526064248,-0.5384517929814742,-0.6614531077333266,-0.699343246022765,-0.702154505099495,-0.6752523244065691,-0.3904613814172231,0.5407503029489819,-0.6005658313358596,-0.71418046602957,-0.7348190196518136,-0.7451196718542864,-0.4806187978376139,-0.670669731945774,-0.9496263111724884,-0.8340257243731863,-0.666940265552258,-0.39939012304355814,-0.23735231434070755,-0.9396437948385914,-0.9928909746071268,-0.3260786250669701,1.2966781906559777,-0.04961169882005129,-0.48575408969111644,0.8230520976850831,1.3850676537234623,-0.6397542171287824,-0.44805599363928283,-1.4398981161182456,-1.270133428077549
-0.07664051392654829,2.0405551256745076,1.2745653862314061,-0.28568105017459394,-0.1608020624921821,-0.7786294505761755,-0.8805264220607734,-0.8701338806493709,-1.0234407443236897,-0.2209997936071072,2.401260469569926,-2.195351457008062,-0.810970807873716,-0.2087041015239144,1.8606283454339427,1.0300162532348074,-0.2700040506820608,-0.1726282518732785,-0.6878583489867692,-0.7475998557070734,-0.655482980657271,-0.8190299692804442,-0.26628077722774096,2.815176093412972,-1.3743057832605838,-0.6825360985036785,2.225608077243923,2.3422278334679847,0.7324414684652627,1.0267027707854641,-0.7541443619911465,-0.7718474937442714,-0.6863675669114122,-0.7621068976068044,-0.03577658034606139,3.1016100046769677,-1.187794431129773,-0.18940457593567964,1.2459181057702802,0.5191545931587487,0.8011485754956523,-0.6368805350399737,-0.8676991252500103,-0.6479037095023664,-0.6246493096314749,0.0011969085582437795,2.319731056667614,-1.0697918221123852,-0.17684609164868853,-0.3925034112262592,-0.31333535299674087,-0.7831520707028983,-0.8029412109970335,-0.8028181606782153,-0.897417931514743,-0.24172574881500347,1.4956423061177886,-1.6378674381962515,-0.7398936386967382,-0.3059934842972654,-0.7257714857853402,-0.7530647993420087,-0.7622960180353662,-0.8847922482760356,-0.21825429190635354,1.7762810063607501,-1.5062023841530803,-0.6762484478554237,-0.5554634475421995,-0.5642048799780469,-0.557664665201985,-0.5755945157502674,-0.47758165922379436,-0.4138398336602192,-0.8111816113890676,-0.6564536298151773,-0.7550863947466185,-0.7055869037029595,-0.7328794431556395,-0.49346929607422774,-0.561995836477629,-0.8614200882476702,-0.7169421970588881,-0.718679679699603,-0.7197010125506019,-0.4607548251581756,0.2901604805115631,-0.9256565019730782,-0.7430700868301717,-0.666940265552258,-0.4471587531647771,0.09620543770613164,-1.1024605205627833,-0.8682013788551378,-0.45824121018365727,1.084251337611097,-0.4776716468950898,-0.34361409366864376,2.7858487584499994,0.33545298953493663,0.7834086684033224,-1.5151333338363668,-1.2586609199377172,-0.9592269250732625
0.09259283809222832,0.6577256067788957,-0.6113601355029686,0.8591284136637796,1.7807585106094308,-0.20207693194122972,1.4633544738571165,1.7086334320568484,-0.160155857431615,2.2697138156369636,0.2346452084643729,-0.5141665165679713,1.034338187074914,-0.06411186869866917,0.8492268147992696,-0.48420517866719226,0.6958719000366992,1.4882096398370956,-0.21877397946254717,1.2763554949327343,1.1526063967148863,-0.17444267957864426,1.6340609597376679,0.4270251658563612,-0.26832073076913343,0.9355654130668086,0.5198111967396369,-0.25312342487577216,1.0063649728853696,2.1640778427211482,-0.0623750212736228,1.632235209625013,2.094838366518394,0.08727955334699972,2.4395307441114515,0.25427666127579074,0.019057469451107357,1.3054637584784607,-0.6584174153215817,-0.09445633637554095,0.47012280631835773,-0.37616205431610333,1.3828936124240767,1.2973960504395794,-0.3638128717318168,1.7353232044987579,-0.22090546510204281,-0.7892272885914337,0.23749918450776636,0.7054187173340151,2.0090906592994813,0.054803654782442465,2.197882714382752,2.8922284375794503,0.197977936643227,3.2733101993050053,0.3900953492664431,0.33592974108356755,1.5965227083270555,1.9289897948356114,0.19027191065657142,2.659232392877603,3.2567828280717004,0.5290677539529758,3.6112304447040264,0.8320524477347722,0.9965752604479612,2.3431308801542996,-0.4248233951529916,0.37955004423591115,0.2361895504604302,-0.32306169530119483,0.5540277913873405,-0.10806419489785833,-0.32767365656202835,0.1132028391630674,1.5679359820716599,1.9094717823116292,0.7250866611958406,2.3313603635286744,3.963915117893622,0.7721030431910278,2.070533782532486,1.8935877725653523,0.6710627750652745,2.33825950694449,4.13071236719262,0.9442579392797745,2.3721344521573826,-0.3421038392493587,1.0495916573000843,0.32552639223833374,-0.34895985965315085,0.3750908331227866,2.617542588895609,3.559485973090576,1.4485981194425837,3.052857169716139,-0.14674186054758276,0.21029232709923298,0.7487691920608105,-0.5889454249031139,0.47122635081195186,1.1189721795745744
0.4310595421297825,-0.033689152668910365,-0.6693886130947956,0.6683268363573838,-0.40349713412988397,-0.8362847024396702,-0.8235723068328621,-1.0679228298763528,-0.5054698121884449,-0.636118728481119,-0.5124635022616799,-0.8590249658890157,1.034338187074914,0.24985983686472152,0.570637171630438,-0.3652720776940468,0.839555925763457,-0.06478163552844918,-0.7319159969531326,-0.686713232088241,-0.7826218472357748,-0.3566086527552398,-0.5626643508828965,-0.41408459479250764,-0.31700232867797296,1.2093979765633527,-0.15457361648298779,-0.5367104400841275,0.4045633343866501,-0.33685484386470327,-0.8488278751061149,-0.7445991866107847,-0.9919772602175392,-0.4613924398157061,-0.6133482893861477,-0.46241108666027736,-0.6482482183591433,0.8378746112209571,-0.6960184457668345,-0.21871575216849737,-0.688467385802172,-0.6971567342531988,-0.8608738166505296,-1.012894929817202,-0.5605580706047019,-0.7247164246261575,-0.5575641605730114,-1.012488190597496,0.18291477687038907,0.49383997380937866,0.03721951678382093,-0.8387307667810076,-0.7195931430451646,-0.9814151419565071,-0.24222787953240588,-0.6225213098613377,-0.38103348896438904,-0.12484446014000414,1.4328247477075537,-0.4955679588665721,-0.7744971983620377,-0.7154627602516379,-0.9294446242519684,-0.5513347005805141,-0.5483822864417311,-0.5318332480583073,-0.8014290784671995,0.4512413012114982,-0.5565521146454429,-0.5657817470193401,-0.5635066013761156,-0.5823287242955759,-0.49115546778446717,-0.5188772668228622,-0.8289838188569262,-0.6827666714896472,-0.7517300704234561,-0.7083628560735116,-0.6963822679478948,-0.5008932899233812,-0.7327436258082008,-0.8124568479810412,-0.617239026000456,-0.7354038087228094,-0.7423962440717488,-0.49325950772452914,-0.8129944377679846,-0.9696639943683996,-0.805322083888535,-0.5153499332775716,-0.5108502599930691,-0.5292153473816918,-0.6670204401376189,-0.021321176493363368,-0.522320039331142,-0.5782196862184037,-0.5915173777661107,-0.5297221081006865,-0.5114506995410638,-0.6422872348390264,-0.20381640735826906,-0.8451080272009885,0.21918979480868886,1.1189721795745744
